130601,1,月6; 月7,財政学‐A,深澤映司,2; 3; 4,専門教育科目夜間主開講・基礎科目,2,,●授業の形式\\n・授業は講義形式で行います。\\n・毎回の講義内容について、必ず復習をするようにして下さい(1回の講義(90分)に対して240分程度の自習を目途とします)。\\n●授業のスケジュール\\n・全15回の講義を経て、期末試験を行います。\\n・授業には毎回出席してください(4回以上欠席した場合は、正当な理由(忌引き、感染症への感染など)が認められない限り、期末の評価を「不可」とします)。\\n第1回ガイダンス\\n第2回国の予算・決算制度\\n第3回国の歳出(1):社会保障関係費\\n第4回国の歳出(2):公共事業関係費、防衛関係費\\n第5回国の税収(1):所得税\\n第6回国の税収(2):消費税\\n第7回国の税収(3):法人税\\n第8回国の税収(4):資産課税(相続税・贈与税等)\\n第9回国の税収(5):個別消費税\\n第10回国際課税\\n第11回税外収入\\n第12回国債の発行と管理\\n第13回財政投融資\\n第14回財政赤字の拡大は何が問題なのか\\n第15回財政規律の維持と独立財政機関\\n<期末試験>\\n上記の達成目標に到達しているかどうかを判定するための出題を行います。\\n試験の詳細については、改めてお知らせします。,成績は、期末に行われる試験(国家財政の本質をしっかり理解できているかどうかを確認するための出題を行います)の答案を踏まえて評価します。\\n期中における小テストや授業を通じた課題等は、予定していません(期末試験のみの評価となります)。\\n4回以上の欠席は、やむを得ない理由(忌引き、感染症への感染など)が認められない限り、期末試験の得点に関わらず「不可」の評価となります。,
130602,1,月6; 月7,経営数学‐A,古賀さゆり,2; 3; 4,専門教育科目夜間主開講・基礎科目,2,,行列の基本演算から始めます。必要に応じ各自計算が出来る様になって下さい。次に一番シンプルなケース(輸入を考えない、輸入額が外生的に与えられるとするモデル)の産業連関問題を扱います。\\n行列と行列の演算、産業連関問題:レオンティエフの基本方程式\\n第1回目ベクトルとその演算\\n第2回目行列の演算の基礎1\\n第3回目一次独立と行列式\\n第4回目線形関数と行列\\n第5回目行列における逆数-逆行列-\\n第6回目連立1次方程式\\n第7回目連立1次方程式(掃き出し)\\n第8回目色々な連立1次方程式2(掃き出し)\\n第9回目色々な連立1次方程式23(掃き出し)\\n第10回目産業連関表の基本概念\\n第11回目産業連関表の投入係数行列\\n第12回目各産業の相互依存関係分析\\n第13回目波及効果1\\n第14回目波及効果2等まとめ\\n第15回目行列を用いた他の経済分析手法\\n授業の進行状況により内容の移動・追加の可能性がありますのでご了承下さい。\\n講義では簡単な例を用いて、より深く理解を深める事をめざします。\\n数学の得意な人は、やさしいからといってあなどらないで下さい。\\n問題演習で分からないことがあれば、講義中やオフィスアワーを活用して積極的に質問してください。,次の要素を元に学習成果達成度を総合的に評価する。\\n〇最終レポート30%\\n<評価基準>\\n・設定した課題の意図を的確に理解したうえで記述している。\\n・各授業内容を正しく理解したうえで、自分の意見を述べることができている\\n〇講義前・中時に提出する課題(小テスト)等の結果内容、講義中に出没する能動的な理解度確認チェックに参加状況及び提出状況70%\\n<評価基準>\\n・達成目標に示す内容について、正しく理解している\\n・達成目標に示す内容について、正しく選択できている\\n講義内外で学生が自主的に提出する提出物等があれば最終レポートと同様の評価基準で結果を加味しますので、一部の小テストで不安を感じる学生は自主的に提出下さい。,〇続けて経営数学-Bまで履修をする事が望ましい。\\n〇入力自体はMoodleですが計算が多いので、筆記用具等は各自持参参加下さい。\\n〇大変恐縮なのですが、Moodleアクセスにかかる通信通話料に関しては各自負担の程お願いします。
130603,1,月6; 月7,行政法‐A,神山智美,3; 4,専門教育科目夜間主開講・発展科目,2,,1回目から15回目まではレジュメを配布する。行政法総論や行政救済法の参考書(教科書)は多く、そのなかで自身が使いやすいもの(予備校のテキスト等も含む)を持参して受講してもよい。教員が推奨する参考書は下欄に挙げる。\\n以下のようなスケジュールを予定している。(進度により変更することがある。)\\n1ガイダンス・行政法の基本構造\\n2法律による行政の原理\\n3行政法の基本原理\\n4行政体と行政機関・行政機関相互の関係\\n5行政立法・行政準則\\n6行政行為\\n7行政裁量\\n8行政契約・行政指導(レポート課題提示(予定))\\n9行政計画・行政調査\\n10行政上の義務履行確保\\n11行政上の不服申立て\\n12行政事件訴訟(1)\\n13行政事件訴訟(2)\\n14行政事件訴訟(3)\\n15損失補償・国家賠償,小テスト(中間レポート)30%、期末試験70%(持ち込み可)により、総合的に評価する。\\nただし、期末試験を期末レポートに変更する場合がありうる。\\n小テスト(中間レポート)等および期末レポートのいずれも、提出には経済学部棟2階に設置されたレポートボックスを活用予定である。,
132080,1-2,月2,基礎ゼミナール,若林丈靖,2; 3; 4,専門教育科目必修科目,2,,,,
13309B,1-2,月5,専門ゼミナールII,松本知己,3; 4,専門教育科目必修科目,2,,「入門統計学(第2版):検定から多変量解析・実験計画法・ベイズ統計学まで; オーム社」の輪読を行う.ゼミ生は担当箇所についてまとめた資料を作成し; 他のゼミ生が理解できるように解説の発表を行う.\\nゼミの初回にガイダンスを行う.ノートパソコンと以下に指定する教科書を用意し; 持参すること.以下のカリキュラムは全体の理解度や進捗に応じて変更になる可能性がある.\\n第1回::ガイダンス\\n第2回:推定と誤差\\n第3回:信頼区間の推定\\n第4回:Χ2分布とF分布\\n第5回:仮説検定と検出力\\n第6回:仮説検定と検出力\\n第7回:2群の平均の差の検定\\n第8回:分散分析\\n第9回:多重比較法\\n第10回:ノンパラメトリック検定\\n第11回:回帰分析\\n第12回:回帰分析\\n第13回:ロジスティック回帰分析とクラスター分析\\n第14回:ロジスティック回帰分析とクラスター分析\\n第15回:まとめ,*発表:80%\\n<評価基準>\\n他のゼミ生の誰もが理解できる資料の作成および口頭での解説をすることができている\\n質問:15%\\n<評価基準>\\n発表に対するゼミ生全員の理解を促す質問やコメント; および発表者へのサポートをすることができている\\nゼミ運営のサポート:5%\\n<評価基準>\\nゼミを効率よく運営するための貢献ができている(チャットツール上での質疑応答; 情報共有; ゼミへの提案; など),
13315B,1-2,月5,専門ゼミナールII,山本真人,3; 4,専門教育科目必修科目,2,,第1回~第3回:GISによる実践事例\\n第4回~第8回:北海道を対象とした見やすいハザードマップ作成\\n第9回~第13回:北海道を対象とした津波対策に関連する解析\\n第14回~第15回:発表およびディスカッション,発表(50%)\\n〈評価基準〉ゼミナールで獲得した知識を用いて; 論理的に説明ができる。\\n最終レポート(50%)\\n〈評価基準〉ゼミナールで扱った知識を用いて; 論理的に記述ができる。,
13320B,1-2,月5,専門ゼミナールII,王大鵬,3; 4,専門教育科目必修科目,2.0,,基本的には各自で興味のあるテーマについて資料・データを収集し、内容をまとめて、教室で報告する。報告内容についてみんなで討論するという形で授業を行う。\\n第1回:ゼミの進め方、テーマの設定について説明、\\n第2回:プレゼン、ディスカッション方法、ルールについての説明\\n第3回:文献の輪読と報告\\n第4回:文献の輪読と報告\\n第5回:文献の輪読と報告\\n第6回:文献の輪読と報告\\n第7回:報告・ディスカッション\\n第8回:報告・ディスカッション\\n第9回:報告・ディスカッション\\n第10回:報告・ディスカッション\\n第11回:報告・ディスカッション\\n第12回:報告・ディスカッション\\n第13回:報告・ディスカッション\\n第14回:報告・ディスカッション\\n第15回:報告・ディスカッション,ゼミへの取り組み(ゼミでの報告、発言)50%\\n課題、レポート(指示された方法での作成、完成度)50%,
13322B,1-2,月5,専門ゼミナールII,松山淳,3; 4,専門教育科目必修科目,2,,,,
13324B,1-2,月5,専門ゼミナールII,深澤映司,3; 4,専門教育科目必修科目,2,,,,
13326B,1-2,月5,専門ゼミナールII,今井雄一,3; 4,専門教育科目必修科目,2,,各週の授業時間はおおむね、1.学生による輪読報告、2.教員による理論や分析手法についての補足、で構成されます。教材はゼミ内で相談の上決定しますが、現在のところ、森知也『都市を通して考える日本の未来』(https://www.mori.kier.kyoto-u.ac.jp/mori-column/)を第一候補に考えています。また、理論や分析手法についての教科書として、曽道智、髙塚創『空間経済学』を用いたいと考えています。その場合の予定を以下に例示します。\\n第1週ガイダンス・教科書や発表計画の策定\\n第2週第1話「都市」というレンズを通してみる地域経済\\n第3週空間経済学の基礎知識\\n第4週第2話経済理論で読み解く日本の都市の過去50年-学生発表12\\n第5週第3話都市ができるしくみと都市に秩序が生まれるしくみ(前編)-学生発表34\\n第6週第3話都市ができるしくみと都市に秩序が生まれるしくみ(後編)-学生発表56\\n第7週第4話100年後の都市と地域のすがた(前編)-学生発表78\\n第8週第4話100年後の都市と地域のすがた(後編)-学生発表910\\n第10~12週興味に応じたグループ分けと、研究テーマの策定\\n第13~15週テーマに基づいた文献についての輪読,達成目標に至るプロセスを以下のように評価する。\\n報告(60%)\\nディスカッションへの貢献(40%)\\nまた、事前の通知がなく3回以上欠席した場合は必ず不可とする。,
13344B,1-2,月5,専門ゼミナールII,上東正和,3; 4,専門教育科目必修科目,2,,授業は財務会計と管理会計ないし税務会計の二本立てからなる。授業の内容は概ね次のような内容となり; 基礎ゼミ; 専門ゼミ3年; 専門ゼミ4年で下記の内容を3回転する。\\n財務会計\\n連結会計; キャッシュフロー計算書; 本支店会計; 税効果会計; 退職給付会計; リース会計; 特殊商品売買; 棚卸資産; 金銭債権・貸倒引当金; 有価証券; 固定資産; 社債; 引当金など\\n管理会計\\n実際原価計算(個別原価計算; 総合原価計算); 標準原価計算; 直接原価計算; 原価・営業量・利益の関係分析; 予算・予算実績差異分析; 事業部の業績測定; 差額原価収益分析; 設備投資の意思決定など\\n租税法\\n法人税法消費税法所得税法など\\nまた; 卒業論文や課題の作成にあたっては; 上記のなかで; 発表形式で研究報告をしてもらう。\\n授業の大まかな流れは、次のようになる。\\n1.オリエンテーション\\n2.問題演習と発表と討論\\n3.問題演習と発表と討論\\n4.問題演習と発表と討論\\n5.問題演習と発表と討論\\n6.問題演習と発表と討論\\n7.問題演習と発表と討論\\n8.問題演習と発表と討論\\n9.問題演習と発表と討論\\n10.問題演習と発表と討論\\n11.問題演習と発表と討論\\n12.問題演習と発表と討論\\n13.問題演習と発表と討論\\n14.問題演習と発表と討論\\n15.まとめ,ほぼ毎回していただく発表によって、授業内容を理解したか、問題演習を行ったか等を評価する(100%)。,
13345B,1-2,月5,専門ゼミナールII,森口毅彦,3; 4,専門教育科目必修科目,2,,ゼミでは; 個人またはグループごとの主体的な調査・研究活動をとおして; 主に以下の3つの内容を学習します。\\n1.	個人/グループごとの業界分析をとおして; 各業界の環境/構造・競争条件の特徴を明らかにする。\\n2.	業界内の個別企業におけるビジネスモデルの特徴と成功要因を分析・検討・考察する。\\n3.	企業の経営分析; 財務分析などの手法を学習し; 財務数値とビジネスモデルとの関連性を分析する。\\n第1回ゼミの学習概要の説明\\n第2回「企業分析:業界構造とビジネスモデル」理論研究(1)\\n第3回「企業分析:業界構造とビジネスモデル」個人(グループ)研究(1)\\n第4回「企業分析:業界構造とビジネスモデル」個人(グループ)研究(2)\\n第5回「企業分析:業界構造とビジネスモデル」理論研究(2)\\n第6回「企業分析:業界構造とビジネスモデル」個人(グループ)研究(3)\\n第7回「企業分析:業界構造とビジネスモデル」個人(グループ)研究(4)\\n第8回「企業分析:業界構造とビジネスモデル」理論研究(3)\\n第9回「企業分析:業界構造とビジネスモデル」個人(グループ)研究(5)\\n第10回「企業分析:業界構造とビジネスモデル」個人(グループ)研究(6)\\n第11回「企業分析:業界構造とビジネスモデル」理論研究(4)\\n第12回「企業分析:業界構造とビジネスモデル」個人(グループ)研究(7)\\n第13回「企業分析:業界構造とビジネスモデル」研究成果報告会(1)\\n第14回「企業分析:業界構造とビジネスモデル」研究成果報告会(2)\\n第15回専門ゼミナールIIの研究のまとめ,ゼミでの報告内容(70%); ゼミ活動への参加(グループワーク; ディスカッションなど)の状況(30%)をもとに評価します。\\n<評価基準>\\n報告内容:報告内容について; 正しく理解し; 説明できる\\nゼミ活動への参加の状況:各授業内容を正しく理解したうえで; ディスカッションやグループワークに参加し; 自分の意見を述べることができる,
13354B,1-2,月5,専門ゼミナールII,真部典久,3; 4,専門教育科目必修科目,2,,授業計画\\n第01回:ガイダンス\\n第02回:専門書の報告とディスカッション\\n第03回:専門書の報告とディスカッション\\n第04回:専門書の報告とディスカッション\\n第05回:専門書の報告とディスカッション\\n第06回:専門書の報告とディスカッション\\n第07回:専門書の報告とディスカッション\\n第08回:専門書の報告とディスカッション\\n第09回:専門書の報告とディスカッション\\n第10回:専門書の報告とディスカッション\\n第11回:専門書の報告とディスカッション\\n第12回:専門書の報告とディスカッション\\n第13回:専門書の報告とディスカッション\\n第14回:専門書の報告とディスカッション\\n第15回:まとめ\\n(第1回目の授業で; 報告担当箇所を受講者に割り振ります。),・授業の理解度:50%(評価基準:マネジメント・コントロール・システムの概念・考え方・手法・現代的課題を理解できているか)\\n・授業への参加度:50%(評価基準:マネジメント・コントロール・システムの専門用語を交えて議論に参加できているか),
13356B,1-2,月5,専門ゼミナールII,坂田博美,3; 4,専門教育科目必修科目,2,,教科書を読んで、1章ごとにA4で1枚のレジュメを作成し、発表する。発表後、ディスカッションを通じて、マーケティング・リサーチについて理解する。日程は予定。\\n第1回(4/14)イントロダクション\\n第2回(4/21)「第16章デジタル・マーケティング」発表\\n第3回(4/28)「第12章競争対応」発表\\n第4回(5/12)「第2章定量調査:データ収集」発表\\n第5回(5/19)「第2章定量調査:データ収集」発表\\n第6回(5/26)レポート課題\\n第7回(6/02)「第3章定量調査:データ分析」発表\\n第8回(6/09)「第3章定量調査:データ分析」発表\\n第9回(6/16)レポート課題\\n第10回(6/23)「第4章定性調査:定性データの収集と解釈」発表\\n第11回(6/30)「第4章定性調査:定性データの収集と解釈」発表\\n第12回(7/07)レポート課題\\n第13回(7/14)「第5章マーケティング課題解決のためのリサーチ・ソリューション:アイディア開発」発表\\n第14回(7/24)「第6章ニュー・マーケティング・リサーチ」発表\\n第15回(7/28)期末レポート課題提出,平常点(発言・発表)50%とレポート50%により評価する。授業中に指示した評価基準によって評価する。,
