130010,1-2,月4,知的財産法,鈴木敬史,2; 3,専門教育科目昼間主開講・基礎科目,2,,本授業はオンラインで実施する。\\n1.ガイダンス、知的財産法概論\\n2.特許法1(特許法制度の概要、特許権の保護対象)\\n3.特許法2(特許権の保護対象、特許権者)\\n4.特許法3(特許権の取得手続、特許権に係る審判・審決・審決取消訴訟)\\n5.特許法4(特許権に係る審判・審決・審決取消訴訟、特許権の侵害要件)\\n6.特許法5(特許権の侵害要件)\\n7.特許法6(特許権の制限、特許権の存続期間)\\n8.特許法7(記述問題の論じ方――一昨年度試験問題を題材として)\\n9.著作権法1(著作権法制度の概要、著作権の保護対象)\\n10.著作権法2(著作権の保護対象)\\n11.著作権法3(著作者・著作権者、著作者人格権)\\n12.著作権法4(著作権の効力(著作権の内容))\\n13.著作権法5(著作権の効力(著作権の制限)、著作権の侵害要件)\\n14.著作権法6(著作権の侵害要件、著作権の侵害主体)\\n15.特許法・著作権法(権利侵害に対する救済内容、権利の活用),・期末試験(100%)\\n達成目標1については正誤問題、穴埋め問題および一行問題によって、達成目標2については事例問題によって、それぞれ到達度を評価する。\\nなお、いずれも授業内容を理解した上で一定の応用力を有するか図るものである。したがって、授業レジュメをそのまま暗記し、機械的に当てはめることのみでは、およそ高評価は得られない。,
130035,1-2,月4,特殊講義知的財産法概説,鈴木敬史,4,専門教育科目昼間主開講・学科特殊講義,2,,本授業はオンラインで実施する。\\n1.ガイダンス、知的財産法概論\\n2.特許法1(特許法制度の概要、特許権の保護対象)\\n3.特許法2(特許権の保護対象、特許権者)\\n4.特許法3(特許権の取得手続、特許権に係る審判・審決・審決取消訴訟)\\n5.特許法4(特許権に係る審判・審決・審決取消訴訟、特許権の侵害要件)\\n6.特許法5(特許権の侵害要件)\\n7.特許法6(特許権の制限、特許権の存続期間)\\n8.特許法7(記述問題の論じ方――昨年度試験問題を題材として)\\n9.著作権法1(著作権法制度の概要、著作権の保護対象)\\n10.著作権法2(著作権の保護対象)\\n11.著作権法3(著作者・著作権者、著作者人格権)\\n12.著作権法4(著作権の効力(著作権の内容))\\n13.著作権法5(著作権の効力(著作権の制限)、著作権の侵害要件)\\n14.著作権法6(著作権の侵害要件、著作権の侵害主体)\\n15.特許法・著作権法(権利侵害に対する救済内容、権利の活用),・期末試験(100%)\\n達成目標1については正誤問題、穴埋め問題および一行問題によって、達成目標2については事例問題によって、それぞれ到達度を評価する。\\nなお、いずれも授業内容を理解した上で一定の応用力を有するか図るものである。したがって、授業レジュメをそのまま暗記し、機械的に当てはめることのみでは、およそ高評価は得られない。,
130037,1-2,月2; 木2,物権法,橋口賢一,4,専門教育科目昼間主開講科目,4,,,,
130038,1-2,月3; 木1,刑法総論,辻本淳史,4,専門教育科目昼間主開講科目,4,,,,
130041,1-2,月6; 月7,行政法,神山智美,4,専門教育科目夜間主開講科目,4,,,,
130101,1,月1; 水2,ミクロ経済学-A,大坂洋,2,専門教育科目経済系基盤科目,2,,I1変数の微分の学習と限界生産力逓減のもとでの利潤最大化\\n1.限界概念と限界生産力逓減(1変数の微分の学習を並行)\\n2.限界生産力逓減のもとでの利潤最大化\\n3.多項式の微分\\n4.利潤最大化の計算問題\\nII消費者理論と2変数の微分\\n5.予算線と購買可能集合\\n6.無差別曲線とその性質\\n7.最適消費点\\n8.限界効用と限界代替率\\n9.限界効用・限界代替率と2変数の微分\\n10.最適消費点の計算問題\\nIII生産を伴う経済におけるパレート効率性\\n11.エッジワースのダイアグラムとパレート効率性\\n12.生産可能性フロンティアと限界変形率\\n13.生産を伴う経済におけるパレート効率性\\n14.現実的な経済(可変費用一定、低下販売)のもとでのパレート効率性\\n15.非代替定理,期末試験で評価します。試験は基礎問題と応用問題から構成されます。\\n基礎問題は内容を理解していれば、だれでも満点になる程度のやさしい問題です。これらの問題の大半は授業中に解説します。これらの問題で8割の点数が可以上の判定の要件です。\\n応用問題は基礎問題よりやや高度な問題で、経済学知識に加え、数学、文章力が要求される問題も含まれます。原則として授業では解説をしませんが、質問などがあれば個別に対応します。これらの問題によって、基礎問題の合格者の可、良、優にいずれに相当するか判定します。\\n*したがって、基礎問題で8割以上とれなければ、この試験では自動的に不可となることに注意してください。\\nこれらの問題は授業中に配布します。,
130102,1,月2; 木2,比較経営論,森岡裕,2,専門教育科目経営系基盤科目,2,,以下のような順序で講義を行います。\\n1.イントロダクション\\n2.人的資源をと取り巻く環境\\n3.評価と動機づけ\\n4.給与制度\\n5.キャリア形成\\n6.グローバル化と人材育成\\n7.人材の多様性\\n8.福利厚生\\n9.労使関係\\n10.高齢化社会\\n11.社会保障制度\\n12.企業経営の国際化\\n13.働くことの意味\\n14.働く人の心理\\n15.まとめ,ターム末テスト(100点満点)によって評価します。\\nコメントペーパー(感想文)を1回または2回書いてもらいますが、成績評価に結びつくものではありません。,
130103,1,月2; 木2,社会学総論‐A,中村真由美,2; 3; 4,専門教育科目昼間主開講・基礎科目,2,,社会学は、ヨーロッパを主な舞台として近代化をとげてきた市民社会が、いったいどのような社会であり、その問題点は何かということを理解しようとして成立してきました。このように成立した社会学が、21世紀という新しい時代を迎えて、どのような社会の捉え方を提供してくれるのか。この授業の前半では、社会学の基礎理論を概説することで、現代世界のシステム的な理解と激動のなかでの人間の生き方について認識を深めます。\\n1社会学とは?社会学理論の歴史と学ぶ意義\\n2マルクス-史的唯物論、資本主義と社会主義など\\n3デュルケム-集合意識と分業、自殺と現代社会、宗教など\\n4NHKスペシャル(ヒューマン第4集)の視聴(貨幣、分業、社会変動の観点から鑑賞する)\\n5ヴェーバー-社会的行為の理解、プロテスタンティズムと資本主義、官僚制など\\n6ブルデュー-エージェンシーと構造の統合、文化資本など\\n7映画鑑賞『ワーキングガール』(文化資本と階層間移動の観点から鑑賞する)\\n8映画鑑賞続き+ディスカッション\\n9ウィリス―バーミンガム学派と文化的反抗、階層再生産\\n10パーソンズ-社会システム論と機能主義など\\n11コールマン-マイクロとマクロの統合、合理的選択理論など\\n12エスノメソドロジー、会話分析など\\n13ゴフマン-シンボリック相互作用論、ドラマツルギーなど\\n14ギデンズ-エージェンシーと構造の統合、モダニティなど\\n15まとめ,期末テスト(100%)、ただし、リアクションペーパーの内容や提出状況によってエクストラポイントを与える。\\n【評価基準】\\n・期末テストは授業・ハンドアウト・教科書の内容をよく理解している\\n・リアクションペーパーは取組みの熱心さ(おざなりに適当に書くのではなく、真剣に考えて、自分自身の体験に沿って書いているということがわかる)、考えのオリジナリティ(机上で学んだことを超えて、考察を深めることができる),オフィスアワーは、特に決めていませんので、メールでアポイントメントをとってください。\\n社会調査士のA科目に指定されています。\\n社会調査士のリーフレット(PDF2MB、社会調査協会)\\nhttp://www.jasr.or.jp/students/documents/leaflet_student2020.pdf
130104,1,月3; 木1,刑法総論‐A,辻本淳史,2; 3; 4,専門教育科目昼間主開講・基礎科目,2,,※あくまでも予定です。理解度に応じて変更する場合があります。\\n第1週ガイダンス\\n第2週刑法の基本原則(1)――罪刑法定主義\\n第3週刑法の基本原則(2)――行為主義、侵害原理、責任主義\\n第4週構成要件の意義・機能\\n第5週不作為犯論(1)――作為・不作為の区別、不真正不作為犯の存在\\n第6週不作為犯論(2)――不真正不作為犯の成立要件\\n第7週因果関係論(1)――刑法上の因果関係について\\n第8週因果関係論(2)――相当因果関係と客観的帰属\\n第9週違法性の基礎理論\\n第10週正当行為論\\n第11週正当防衛論(1)――正当防衛論の基礎\\n第12週正当防衛論(2)――正当防衛論の現代的展開\\n第13週緊急避難論\\n第14週被害者の承諾\\n第15週予備日,小テスト:期末試験を、30:70の割合で評価する。\\n(刑法の専門用語を正しく用いることができるか、判例の内容を説明することができるか、事例について刑法理論にもとづいた自分の判断を示すことができるか、を評価の基準とします。),
130105,1,月3; 木1,消費者行動論‐A,坂田博美,2; 3; 4,専門教育科目昼間主開講・基礎科目,2,,第1回(4/14)オリエンテーション:消費者行動論とは何か\\n第2回(4/17)イントロダクション(1)消費者行動とは何か\\n第3回(4/21)イントロダクション(2)消費者行動とは何か\\n第4回(4/24)第1章消費者行動とは\\n第5回(4/28)第2章マーケティングと消費者行動\\n第6回(5/01)第7章消費者行動の個人差を考える(1)\\n第7回(5/08)第7章消費者行動の個人差を考える(2)\\n第8回(5/12)第7章消費者行動の個人差を考える(3)\\n第9回(5/15)模擬小テスト\\n第10回(5/19)第8章消費者行動のマクロ的変化\\n第11回(5/22)第11章広告と消費者行動\\n第12回(5/26)第13章オンライン環境における消費者行動\\n第13回(5/29)第15章グローバル市場における消費者行動\\n第14回(6/02)総括(1)\\n第15回(6/05)総括(2)期末試験,ミニレポート10%、期末試験90%によって評価する予定である(適宜変更あり)。授業中に指示した評価基準によって評価する。,
130106,1,月4; 水1,マクロ経済学-A,若林丈靖,2,専門教育科目経済系基盤科目,2,,1.導入\\n2.45度線モデルの復習\\n3.利子率と投資\\n4.流動性選好理論\\n5.IS曲線とLM曲線の分析\\n6.IS-LM分析\\n7.生産理論I\\n8.生産理論II\\n9.総供給曲線の導出\\n10.総需要曲線と総需要総供給均衡\\n11.フィリップス曲線\\n12.純輸出とGDP\\n13.為替と輸出入\\n14.貯蓄投資バランスアプローチ\\n15.まとめ,期末試験による。,
130113,1,月1; 水2,ミクロ経済学I‐A,大坂洋,3; 4,専門教育科目昼間主開講・基礎科目,2,,I1変数の微分の学習と限界生産力逓減のもとでの利潤最大化\\n1.限界概念と限界生産力逓減(1変数の微分の学習を並行)\\n2.限界生産力逓減のもとでの利潤最大化\\n3.多項式の微分\\n4.利潤最大化の計算問題\\nII消費者理論と2変数の微分\\n5.予算線と購買可能集合\\n6.無差別曲線とその性質\\n7.最適消費点\\n8.限界効用と限界代替率\\n9.限界効用・限界代替率と2変数の微分\\n10.最適消費点の計算問題\\nIII生産を伴う経済におけるパレート効率性\\n11.エッジワースのダイアグラムとパレート効率性\\n12.生産可能性フロンティアと限界変形率\\n13.生産を伴う経済におけるパレート効率性\\n14.現実的な経済(可変費用一定、低下販売)のもとでのパレート効率性\\n15.非代替定理,期末試験で評価します。試験は基礎問題と応用問題から構成されます。\\n基礎問題は内容を理解していれば、だれでも満点になる程度のやさしい問題です。これらの問題の大半は授業中に解説します。これらの問題で8割の点数が可以上の判定の要件です。\\n応用問題は基礎問題よりやや高度な問題で、経済学知識に加え、数学、文章力が要求される問題も含まれます。原則として授業では解説をしませんが、質問などがあれば個別に対応します。これらの問題によって、基礎問題の合格者の可、良、優にいずれに相当するか判定します。\\n*したがって、基礎問題で8割以上とれなければ、この試験では自動的に不可となることに注意してください。\\nこれらの問題は授業中に配布します。,
130114,1,月2; 木2,比較経営論‐A,森岡裕,3; 4,専門教育科目昼間主開講・発展科目,2,,以下のような順序で講義を行います。\\n1.イントロダクション\\n2.人的資源をと取り巻く環境\\n3.評価と動機づけ\\n4.給与制度\\n5.キャリア形成\\n6.グローバル化と人材育成\\n7.人材の多様性\\n8.福利厚生\\n9.労使関係\\n10.高齢化社会\\n11.社会保障制度\\n12.企業経営の国際化\\n13.働くことの意味\\n14.働く人の心理\\n15.まとめ,ターム末テスト(100点満点)によって評価します。\\nコメントペーパー(感想文)を1回または2回書いてもらいますが、成績評価に結びつくものではありません。,
130115,1,月2; 木2,物権法‐A,橋口賢一,3; 4,専門教育科目昼間主開講・基礎科目,2,,【1】イントロダクション\\n【2】物権の意義および一般的効力\\n【3】物権的請求権\\n【4】物権変動とその原因・時期\\n【5】不動産物権の変動\\n【6】不動産登記制度\\n【7】民法177条の「第三者」\\n【8】登記を要する物権変動1\\n【9】登記を要する物権変動2\\n【10】動産物権の変動\\n【11】即時取得\\n【12】所有権の意義・内容\\n【13】共有\\n【14】建物区分所有\\n【15】予備日\\n※やむを得ず; 予定を変更することがある。,期末試験(100点)による。達成目標を念頭に置いて; 評価する。,
130116,1,月3; 木1,特殊講義地理情報システム論I,山本真人,3; 4,専門教育科目昼間主開講・学科特殊講義,2,,第1回~第4回:データに関する基礎知識\\n第5回:QGISの基本的な使い方\\n第6回~第13回:ビジネスを意識した空間解析\\n第14回~第15回:発表とディスカッション,発表(50%)\\n〈評価基準〉授業で獲得した知識を用いて; 論理的に説明ができる。\\n最終レポート(50%)\\n〈評価基準〉授業で扱った知識を用いて; 論理的に記述ができる。,
130117,1,月4; 水1,マクロ経済学I‐A,若林丈靖,3; 4,専門教育科目昼間主開講・基礎科目,2,,1.導入\\n2.45度線モデルの復習\\n3.利子率と投資\\n4.流動性選好理論\\n5.IS曲線とLM曲線の分析\\n6.IS-LM分析\\n7.生産理論I\\n8.生産理論II\\n9.総供給曲線の導出\\n10.総需要曲線と総需要総供給均衡\\n11.フィリップス曲線\\n12.純輸出とGDP\\n13.為替と輸出入\\n14.貯蓄投資バランスアプローチ\\n15.まとめ,期末試験による。,
130118,1,月4; 水1,特殊講義経営管理会計論I,上東正和,3; 4,専門教育科目昼間主開講・学科特殊講義,2,,授業はパソコンも用いて行います。講義内容は次の通りで; 授業は理論的内容の学習とコンピュータ実習の二本立てからなる。コンピュータ実習は; 理論的内容とリンクした形でExcelやその他のソフトを用いて行う。授業の内容は概ね次のような流れとなる。\\n<経営管理会計論A>\\n1.オリエンテーション\\n2~5.財務会計と管理会計+コンピュータ実習\\n6~9.経営分析と管理会計+コンピュータ実習\\n10~13.経営戦略と管理会計+コンピュータ実習\\n14~15.マーケティングと管理会計+コンピュータ実習\\n<経営管理会計論B>\\n16~18.マーケティングと管理会計+コンピュータ実習\\n19~22.組織・人の管理と管理会計+コンピュータ実習\\n23~29.ファイナンスと管理会計+コンピュータ実習\\n30.まとめ,ほぼ毎回提出していただく課題の提出によって、授業内容を理解したか、問題演習を行ったか等を評価する(100%)。,
