154190,1-2,月3; 月4; 月5,看護方法論II,坪田 恵子,2,専門教育科目 看護学,4.0,杉 看護実習室,講義、グループワークおよび、演習\\n[スケジュール]\\n第1-9回    清潔への援助\\n第10-21回  食と排泄への援助\\n第22-27回  総合演習\\n第28-39回  診断治療と看護 与薬と看護 検査と看護\\n第40回     医療事故と看護\\n第41回     生命のおびやかしへの看護\\n第42回     包帯法\\n第43-44回  終末期の看護\\n第45回          情報管理,・課題への取り組み状況(50% 課題提出、グループ活動の状況)\\n実技試験(30% 課題について看護実践としての実施を評価する)\\nレポート(20% 看護技術の根拠を調べ考えられていること、自分の看護実践を振り返ることができていること)\\n・達成目標1~18において、総合成績に寄与する率は同等である。\\n評価のフィードバックについて\\n・課題では不十分な点は、返却時に助言を記載し、個別に質問を受ける。\\n・実技試験では、改善点を伝え、一定の到達度にいくまで実施する。,
154530,1-2,月3,地域看護学総論,田村 須賀子,3,専門教育科目 看護学,2,杉 22講義室,1-7回     地域看護・公衆衛生看護\\n8-11回    学校看護活動\\n12-15回   産業看護活動,評価に対するすべての目標の寄与率は同等です。\\n定期試験(60%); 課題レポート(10%); 授業ごとのミニレポート(20%); WEBフォーラム参加・課題提出(10%)\\nただし優秀者が多い場合、「秀」は上位10%以内、「優」は秀を含めて30%以内とします。\\n評価についての疑問・質問を受け付け、解説する・個別面談をすることによりフィードバックします。,
154090,3-4,月3,栄養生化学,岩田 実,2,専門教育科目 看護基礎科学,1,杉 11講義室,授業は後期月曜日3限に行う。管理栄養士による臨床栄養学の講義も予定している。授業計画を参照の事。,試験結果を総合的に判断する。達成目標に対する成績評価の配分は概ね均等とする。成績の評価は定期試験による。生化学講座と岩田の担当分で50%、吉井の担当分で残り50%とする。評価基準は定期テストが60%以上正答できることとする。ただし成績評価は試験の素点ではなく、優秀者が多い場合、「秀」は上位10%以内、「優」は秀を含めて30%以内とする。,
154420,3-4,月4,精神臨床医学,樋口 悠子,3,専門教育科目 看護学,1.0,杉 22講義室,講義形式にて行う。毎回、出席をとる。\\nスケジュールは以下の通り\\n1回目	序論・精神症状・依存症\\n2回目	認知症・器質性精神障害\\n3回目	統合失調症\\n4回目	気分障害\\n5回目	不安障害・人格障害\\n6回目	てんかん・睡眠障害\\n7回目	児童青年期精神障害\\n8回目 試験,学年末に行われる筆記試験の成績にて評価対象とする(100%)。評価基準として、設定した課題の意図を的確に理解したうえで記述していることが求められる。正答問題数が6割を超えた場合に合格とする。\\n不合格者には別に課題(レポート)を課す。その内容が60点を超えると判断される場合に合格とする。\\n出席日数が基準以下の者は不合格となる可能性があるので注意すること。,
154460,3-4,月4,小児看護学総論,桶本 千史,2,専門教育科目 看護学,2.0,杉 11講義室,1. 小児看護の理念\\n2. 小児の健康増進と安全な環境の提供\\n3. 小児の成長発達の概要\\n4. 乳幼児期の成長発達の特徴と養育\\n5. 学童・思春期の成長発達の特徴とセルフケア\\n6. 小児の感染症と看護\\n7. 小児と地域社会とのかかわり\\n8. 小児病棟における看護\\n9. 検査・処置を受ける子どもへの関わり\\n10.災害時における子どもへの看護\\n11.急性期にある子どもと家族の看護\\n12.小児と家族のアセスメント演習\\n13.小児と家族のアセスメント\\n14.慢性期にある子どもと家族の看護\\n15.終末期にある子どもと家族の看護\\n16.学習の振り返り・筆記試験,筆記試験(70%)、課題1(10%)、課題2(20%)\\n・課題の評価は記載内容が妥当であるか、記載量、期限・様式を守って提出したか等により判断する\\n※総合成績に対し、1~15の達成目標が寄与する割合は同等である。,
154640,3-4,月4,東洋の知と看護,山田 理絵,3,専門教育科目 自由科目,1,杉 22講義室,1-2回:東洋医学の診断に必要な知識と看護\\n3-4回:東洋医学における看護\\n5回:事例紹介\\n6-7回:事例を基にディスカッション\\n8回:発表; まとめ,評価に対する全ての目標の寄与率は同等です。\\n各担当教員(山田100%)の課題レポートで、総合的に評価する\\n課題は、設定した課題の意図を的確に理解したうえで記述しているか、既存の意見を踏まえて、自分の意見をレポートに反映させているかを基準にします。,
154660,3-4,月3,助産概論,二川 香里,3,専門教育科目 自由科目,2,杉 22講義室,第1回 助産の概念(二川)\\n第2回 助産学における理論(二川)\\n第3回 地域における母子支援(二川)\\n第4回 ペリネイタルロス(二川)\\n第5回 助産における研究(二川)\\n第6回 助産学に関連する法規について 課題学習発表1\\n第7回 ウィメンズヘルスについて 課題学習発表2\\n第8回 周産期医療体制について 課題学習発表3\\n第9回 国内外における助産教育(齊藤)\\n第10回 更年期、性差医療(二川)\\n第11回 助産に関係する概念 リプロダクティブヘルス/ライツ(齊藤)\\n第12回 助産実践と倫理(二川)\\n第13回 開業助産師の活動(二川)\\n第14回 まとめ\\n第15回 課題発表「助産師に求められる資質・能力」,期末試験(20%) 学習態度(20%)プレゼンテーション(60%)\\n評価のフィードバックについては、期末試験後に解説し、プレゼンテーション後に教員からコメントを返す。\\n達成目標1~10において、総合成績に寄与する率は同等である。,
154140,1-2,火2,公衆衛生学,吉岡 英治,2,専門教育科目 看護基礎科学,1.0,杉 11講義室,次ページの授業計画の詳細を参照,筆記試験の結果を100%として評価する。,
154220,1-2,火3,看護管理,西谷 美幸,3,専門教育科目 看護学,1,杉 22講義室,1回 ガイダンス、科目のねらい、学習方法および計画\\n看護管理とは、看護教育とは\\n2回 看護管理とは-『看護覚え書:小管理』から読み取る自己を拡大する技術\\n3回 看護教育とは-『看護婦の訓練と病人の看護』から読み取る、看護教育の本質に基づいた教育課程・教育方法・評価\\n4~5回 看護管理の視点で、看護管理に必要な状況を考える(グループ討議)\\n6回     同上(発表、全体討議)\\n7回 看護管理の実際  医療安全、感染管理\\n8回 看護管理の実際  看護管理者に聞く,本科目の達成目標の成績への寄与率は以下の通りである\\n1. 看護・医療チームのメンバーとして求められる看護管理の本質 (30%)\\n2. 看護教育の本質 (20%)\\n3. 組織における看護専門職の役割と位置付け (10%)\\n4. 看護管理・教育が、看護・医療の質に与える影響 (10%)\\n5. 看護専門職としての目標(30%)\\n上記の達成目標について、下記の方法で評価する\\nレポート(50% 課題に対して、既存の内容を踏まえたうえで、自分の考えを述べる):目標1.2.4.5\\n参加状態(20% 発表への対応):目標1.2.3\\n発表内容(30% テーマについて概要を捉え、他者に分かりやすく伝えることができる):目標1.2.3.4,
154550,1-2,火3,地域看護方法論II,田村 須賀子,3,専門教育科目 看護学,3,杉 22講義室,1回    地域看護の特徴\\n2-5回   保健指導\\n6-7; 10-13回   家庭訪問\\n8-9回    地域組織活動\\n14-19回  健康教育\\n20-22回  大規模災害時の保健師活動\\n23回    まとめ,評価に対するすべての目標の寄与率は同等です。\\n定期試験(40%); 課題レポート(30%); 授業ごとのミニレポート(20%); WEBフォーラム参加・課題提出(10%)\\nただし優秀者が多い場合、「秀」は上位10%以内、「優」は秀を含めて30%以内とします。\\n評価についての疑問・質問を受け付け、解説する・個別面談をすることによりフィードバックします。,
154700,1-2,火5,感染看護学,吉井 美穂,3,専門教育科目 看護基礎科学,1,杉 22講義室,1回 感染看護の概念\\n2回 感染予防策と医療関連感染\\n3回 サーベイランス\\n4回 感染症パンデミックにおける看護活動1\\n5回 感染症パンデミックにおける看護活動2\\n6回 感染制御に関する技術\\n7回 施設における感染予防と感染看護実践1\\n8回 施設における感染予防と感染看護実践2,各講義回毎に達成目標に準じた内容の課題提出(30%)\\n*設定した問題の背景を説明している\\n*既存の意見を踏まえた上で、自分はどのように考えるのかを述べることができる\\n*達成目標の配分と同等\\n講義後に実施する講義回毎の確認問題(10%)\\nグループワークへの取り組み(10%)\\n期末テスト(50%),
154341,3-4,火4; 火5; 木4,成人・高齢者臨床医学,岩田 実,2,専門教育科目 看護学,4,杉 11講義室,授業の形式は30回のオムニバス方式である。各専門領域の医師が授業を担当し、重要疾患における基礎的な理解から最新の治療まで幅広く学習します。\\n代謝・内分泌、呼吸器、循環器、運動器、消化器、泌尿器、乳腺、皮膚、腎、免疫・アレルギー、骨関節、感染症、眼、耳鼻咽喉、脳神経内科、脳外科、血液、高齢者医学の領域について学びます。,試験は2回(12月と1月)行う。多者択一の形式で出題する。各回50問とし、2回の合計が60%以上を合格とする(試験100%)。成績が不良な場合には再試験を年度内に1回のみ行ます。成績評価は期末試験(100%)評価基準は上記の評価内容に対してが60%以上の評価を得ることができること。ただし成績評価は試験の素点ではなく、優秀者が多い場合、「秀」は上位10%以内、「優」は秀を含めて30%以内とする。,
154450,3-4,火3,小児臨床医学,今井 千速,2,専門教育科目 看護学,2.0,杉 11講義室,1.小児科学と小児医療(今井教授)\\n2.小児の発達と心理(宮教授・教育学部)\\n3.腎・泌尿器疾患(髙﨑助教)\\n4.新生児・低出生体重児(川﨑助教)\\n5.アレルギー性疾患(小森診療助手)\\n6.呼吸器疾患(寳田病院助教)\\n7.免疫不全・リウマチ性疾患(猪又病院助教)\\n8.消化器疾患(岡部病院助教)\\n9.内分泌・代謝異常(小澤助教)\\n10.感染症(仲岡助教)\\n11.先天異常と遺伝(田村講師)\\n12.血液疾患・悪性腫瘍(水野医員)\\n13.神経・筋疾患(田中講師)\\n14.循環器疾患(廣野客員教授)\\n15.小児救急(種市客員教授)\\n16.総合試験,目標ごとの成績への寄与率は区分しない。上記の達成目標について、総合的に下記の方法で評価する。\\n・総合試験(100%)\\nなお、講義数の3分の1以上欠席した者は総合試験の受験資格がなくなるので注意すること。,
